"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_"	"brand"	"home"	"consist"	"POS"	"VBZ"	"RB"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"first"	"its"	"X"	"of"	"JJ"	"IN"	"NNS"	"line"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"ibm"	"the"	"flank"	"with"	"NN"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"consumer"	"its"	"to"	"NNS"	"TO"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"consumer"	"its"	"to"	"NNS"	"TO"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"billion"	3	"."	"of"	"CD"	"IN"	"NN"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"consumer-products"	"its"	"strengthen"	","	"JJ"	","	"RB"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"its"	"of"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	1	"the"	"on"	"pressure"	","	"DT"	","	"``"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"sell"	"store"	"."	"PRP$"	"."	"X"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"exist"	"_s"	"tektronix"	"of"	"VBG"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"introduce"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"of"	"consist"	"of"	"DT"	"IN"	"NN"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cheese"	"&"	"pasta"	"."	"NN"	"."	"X"	"line"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"chillery"	"its"	"test"	"of"	"NN"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"consumer"	"slow-growing"	"its"	"."	"NN"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"distribute"	"will"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"of"	"%"	"will"	"PRP$"	"MD"	"VB"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"at"	"money"	"and"	"that"	"IN"	"WDT"	"VBD"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"credit"	"the"	"X"	","	"NN"	","	"TO"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"hair-care"	"a"	"by"	","	"JJ"	","	"PRP"	"line"	"agent"
"product"	0	0	0	0	0	0	0	0	0	0	0	"lite"	"deli"	"new"	"of"	"VBP"	"IN"	"JJ"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"juice"	"tropicana"	"_s"	"."	"NN"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"juice"	"tropicana"	"_s"	"."	"NN"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"ii"	"explorer"	"_"	","	"CC"	","	"WDT"	"line"	"nsubjpass"
"product"	0	0	0	0	0	0	0	0	0	0	0	"-"	"shoe"	"its"	"development"	":"	"NN"	"NN"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"use"	"widely"	"a"	"of"	"VBN"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"soda"	"natural"	"seltzer"	"."	"NN"	"."	"X"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"introduce"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"computer"	"own"	"its"	"."	"NN"	"."	"X"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"elite"	"``"	"of"	"``"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"computer"	"mainframe"	"general-purpose"	"with"	"NN"	"IN"	"CD"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"household"	"team"	"and"	"NNS"	"CC"	"NNS"	"lines"	"npadvmod"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"of"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"license"	"to"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"or"	"sock"	"of"	"DT"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"snack"	"brand"	"eagle"	"to"	"NN"	"TO"	"VB"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"on"	"of"	"JJ"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"clarion"	"its"	"a"	"NNS"	"DT"	"JJ"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cream"	"skin"	"noxema"	"."	"NN"	"."	"X"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"with"	"stay"	"because"	"DT"	"IN"	"NN"	"line"	"prep_with"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"individual"	"its"	","	"NN"	","	"CC"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"girl"	"cover"	"its"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"two"	"pull"	"be"	"of"	"CD"	"IN"	"NNS"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"candy"	"certain"	"acquire"	"from"	"NN"	"IN"	"NN"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"pc"	"late"	"its"	","	"JJ"	","	"VBZ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"its"	"inside"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_inside"
"product"	0	0	0	0	0	0	0	0	0	0	0	"tea"	"seasoning"	"celestial"	","	"NN"	","	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"test-market"	"kraft"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"eagle"	"the"	"in"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"with"	"market"	"of"	"DT"	"IN"	"JJ"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"luxury"	"new"	"unveil"	"in"	"NN"	"IN"	"CD"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"continue"	"to"	"attributable"	"be"	"VBG"	"VBD"	"$"	"lines"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"mainframe"	"tire"	"_s"	"."	"NN"	"."	"X"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"service"	"and"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"in"	"be"	"which"	"with"	"IN"	"IN"	"JJS"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"discontinued"	"from"	"loss"	"."	"JJ"	"."	"X"	"lines"	"prep_from"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"the"	"of"	"or"	"CD"	"CC"	"DT"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"offer"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"personal"	"."	"and"	"NNS"	"CC"	"VBZ"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"food"	"huge"	"_s"	"."	"NN"	"."	"X"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"toy"	"!"	"gotcha"	"."	"NN"	"."	"X"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"many"	"for"	"market"	"."	"JJ"	"."	"X"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"whitney"	"&"	"that"	"POS"	"IN"	"JJ"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"lancome"	"_s"	"."	"be"	"NN"	"VBP"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"other"	"few"	"a"	"--"	"JJ"	":"	"RB"	"lines"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"truck"	"and"	"car"	"."	"NN"	"."	"``"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"symmetry"	"new"	"its"	"of"	"NN"	"IN"	"NNS"	"line"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"broad"	"much"	"a"	","	"JJR"	","	"CC"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"sony"	"first"	"my"	"of"	"JJ"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"to"	"name"	"of"	"DT"	"IN"	"NNS"	"line"	"prep_to"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"main"	"their"	"and"	"NN"	"CC"	"``"	"line"	"prep_to"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"aircraft"	"and"	";"	"NNS"	":"	"NN"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"diaper"	"absorbent"	"more"	"that"	"NN"	"WDT"	"VBZ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"software"	"choice"	"first"	"pace"	"NN"	"VBG"	"DT"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"its"	"on"	"price"	"of"	"PRP$"	"IN"	"NNS"	"line"	"prep_on"
"product"	0	0	0	0	1	0	0	0	0	0	0	"broad"	"its"	"of"	"of"	"JJR"	"IN"	"NNS"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"island"	"spice"	"the"	"of"	"VBZ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"marie"	"the"	"of"	"POS"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"previous"	"its"	"replace"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty"	"and"	"food"	"public"	"NN"	"JJ"	"IN"	"lines"	"nn"
"product"	0	0	0	0	1	0	0	0	0	0	0	"apparel"	"_s"	"company"	"."	"NN"	"."	"X"	"lines"	"prep_by"
"product"	0	0	0	0	0	0	0	0	0	0	0	"tobacco"	"slower-growing"	"its"	"."	"NN"	"."	"X"	"lines"	"pobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"private-label"	"new"	"for"	"."	"JJ"	"."	"X"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty"	"expand"	","	"where"	"NN"	"WRB"	"PRP"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	1	0	0	0	"sport"	"_s"	"minstar"	"include"	"NNS"	"VBP"	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"brand"	"whirlpool"	"its"	"of"	"NN"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"brand"	"whirlpool"	"its"	"of"	"NN"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"first"	"its"	"produce"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"new"	"introduce"	"in"	"NN"	"IN"	"CD"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"stuart"	"the"	"have"	","	"JJ"	","	"VBG"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"fashion"	"shear"	"_n"	"and"	"NN"	"CC"	"NN"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"military"	"lucrative"	"more"	"of"	"JJ"	"IN"	"NN"	"lines"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	1	"its"	"on"	"trademark"	"of"	"PRP$"	"IN"	"NNS"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"which"	"say"	"_t"	"might"	"WDT"	"MD"	"VB"	"lines"	"nsubjpass"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty-chemical"	"exist"	"certain"	"."	"JJ"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"drag"	"consumer"	"prize"	"after"	"VBD"	"IN"	"DT"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"tower"	"its"	"of"	"of"	"NN"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"infiniti"	"new"	"its"	"."	"NN"	"."	"X"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"light-truck"	"its"	"across"	"by"	"JJ"	"IN"	"DT"	"line"	"prep_across"
"product"	0	0	0	0	0	0	0	0	0	0	0	"chemplus"	"its"	"introduce"	","	"NN"	","	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"continue"	"from"	"profit"	"fall"	"VBG"	"VBD"	"CD"	"lines"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"computer"	"personal"	"its"	"by"	"NN"	"IN"	"CD"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"complementary"	"their"	"of"	","	"JJ"	","	"CC"	"lines"	"prep_because_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"liquid-chromatography"	"_s"	"roy"	"for"	"JJ"	"IN"	"$"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"makeup"	"clarion"	"and"	","	"NN"	","	"VBG"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"high-end"	"a"	"ordinarily"	","	"JJ"	","	"VBD"	"line"	"appos"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"introduce"	","	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"truck"	"suburban"	"and"	"."	"NN"	"."	"X"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"jewelry"	"of"	"number"	"from"	"NN"	"IN"	"NN"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"jewelry"	"and"	"gift"	","	"NN"	","	"VBD"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cheerio"	"oat-based"	"its"	","	"NNS"	","	"JJ"	"line"	"agent"
"product"	0	0	0	0	0	0	0	0	0	0	0	"corn-based"	"_s"	"kellogg"	"simply"	"JJ"	"RB"	"IN"	"lines"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"year"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"acura"	"luxury"	"the"	"in"	"NN"	"IN"	"DT"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	1	"spring"	"the"	"on"	","	"NN"	","	"``"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"first"	"its"	"announce"	"of"	"JJ"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"_s"	"digital"	"target"	"JJ"	"VBZ"	"DT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	3090	"the"	"but"	"be"	"CD"	"VBZ"	"RB"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"that"	"to"	"product"	","	"DT"	","	"VBG"	"line"	"prep_to"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"standard"	"their"	"."	"NN"	"."	"X"	"lines"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"designer"	"that"	"of"	","	"NN"	","	"PRP"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"opel"	"its"	"X"	"have"	"NN"	"VBZ"	"DT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"home"	"motor"	"a"	"and"	"NN"	"CC"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"of"	"producer"	"of"	"DT"	"IN"	"NN"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"whose"	","	"designer"	"of"	"WP$"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"for"	"royalty"	"know"	"DT"	"VBN"	"IN"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"introduce"	"recently"	"for"	"DT"	"IN"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"toy"	"well-known"	"other"	"."	"NN"	"."	"X"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"bread-and-butter"	"its"	"in"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_in"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"highest-volume"	"the"	"at"	"NN"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"fur-making"	"his"	"broaden"	"and"	"JJ"	"CC"	"VBD"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"man"	"a"	"and"	"POS"	"CC"	"VBZ"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	1	0	0	"product"	"_s"	"olivetti"	"between"	"NN"	"IN"	"JJ"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"digital"	"of"	"be"	"POS"	"VBD"	"DT"	"line"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"software"	"exist"	"like"	"NN"	"IN"	"JJ"	"lines"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"highest-volume"	"the"	"at"	"NN"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"computer"	"mainstay"	"_s"	","	"NN"	","	"VBZ"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"manufacture"	"jointly"	"of"	"DT"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"first"	"its"	"for"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"mainframe"	"current"	"_s"	","	"NN"	","	"WDT"	"line"	"xsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"unveil"	"to"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"endorse"	"of"	"JJ"	"IN"	"JJ"	"line"	"nsubjpass"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"produce"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"certain"	"a"	"for"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"own"	"my"	"of"	"``"	"IN"	"JJ"	"line"	"root"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"_s"	"gm"	"of"	"JJS"	"IN"	"NNS"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	","	"of"	"JJ"	"IN"	"JJ"	"line"	"appos"
"product"	0	0	0	0	0	0	0	0	0	0	0	"doll"	"barbie"	"its"	","	"NN"	","	"JJ"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"to"	","	"of"	"PRP$"	"IN"	"NNS"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"toshiba"	"X"	"of"	"POS"	"IN"	"NNS"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"sony"	"first"	"."	"``"	"."	"X"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"similar"	"a"	"make"	"and"	"JJ"	"CC"	"PRP"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"his"	"from"	"sample"	"of"	"PRP$"	"IN"	"JJ"	"line"	"prep_from"
"product"	0	0	0	0	0	0	0	0	0	0	0	"his"	"from"	"sample"	"of"	"PRP$"	"IN"	"JJ"	"line"	"prep_from"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"with"	"associate"	"of"	"DT"	"IN"	"NNS"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty"	"from"	"contribution"	"and"	"NN"	"CC"	"NNS"	"lines"	"prep_from"
"product"	0	0	0	0	1	0	0	0	0	0	0	"broad"	"a"	"distribute"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	","	"server"	"it"	"DT"	"PRP"	"VBD"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"complete"	"a"	"launch"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"full"	"a"	"develop"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"full"	"a"	"lack"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"full"	"a"	"create"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cookware"	"leyse"	"its"	"and"	"NN"	"CC"	"DT"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"big"	"its"	"of"	"DT"	"IN"	"NN"	"line"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"upscale"	"more"	"of"	"``"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"series"	"lab"	"its"	"of"	"NN"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"man"	"their"	"."	"POS"	"."	"X"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"perfection"	"its"	"develop"	"illustrate"	"NN"	"VBP"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"automobile"	"their"	"support"	"with"	"NN"	"IN"	"JJ"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"country"	"&"	"town"	"."	"NN"	"."	"X"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"infiniti"	"new"	"its"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"model"	1990	"."	"."	"NN"	"."	"X"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"."	"s"	"X"	"now"	"."	"RB"	"MD"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"publishing"	"its"	"of"	"--"	"NN"	":"	"RB"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"for"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"expensive"	"most"	"be"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"distribute"	"and"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"minicomputer"	9370	"the"	";"	"NN"	":"	"CC"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"of"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"infiniti"	"_s"	"nissan"	","	"NN"	","	"WDT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"."	"s"	"X"	"for"	"."	"IN"	"DT"	"line"	"root"
"product"	0	0	0	0	0	0	0	0	0	0	0	"x-mp"	"labor-intensive"	"its"	"-"	"JJ"	":"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"sear"	"for"	"of"	"POS"	"IN"	"NNS"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"current"	"_s"	"ibm"	","	"JJ"	","	"CC"	"line"	"prep_with"
"product"	0	0	0	0	1	0	0	0	0	0	0	"broad"	"a"	"to"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"market"	"and"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	1	"car"	"popular"	"most"	"by"	"NN"	"IN"	"CD"	"lines"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"have"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"test"	"begin"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	1	"car"	"popular"	"most"	"for"	"NN"	"IN"	"CD"	"lines"	"prep_on"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"midsized"	"primary"	","	"NN"	","	"DT"	"line"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"midsized"	"primary"	","	"NN"	","	"DT"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"girl"	"cover"	"its"	","	"NN"	","	"WDT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"clarion"	"its"	"for"	";"	"NN"	":"	"NN"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"clarion"	"its"	"for"	";"	"NN"	":"	"NN"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"prestige"	"acquire"	"such"	"NNS"	"JJ"	"IN"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"one"	"than"	"per"	"NNS"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"revlon"	"of"	","	"POS"	","	"IN"	"lines"	"prep_of"
